no.,name,length,width,area_ratio,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,x,y,z,main_x,main_y,main_z
44,3-0.25-15,221.61678636782008,180.00555546982432,0.7280110299966015,0,0,0,0,778,1465,744,443,231,37,6,0,-0.02512025716117712,-0.00202017700639847,0.22751133124190054,0.38208701626267816,0.8651287567105648,0.324902672066446
45,3-0.25-30,217.90364843205356,180.42449944505873,0.7228509915407942,0,0,0,2,609,1636,707,460,204,31,0,0,-0.02023088515787885,0.0011289270015730271,0.22776403384214777,-0.5642686357938845,-0.7603403204980954,-0.321688519664849
46,3-0.25-45,217.46264046957583,179.7386992275175,0.7227056553271307,0,0,0,0,702,1541,708,497,180,76,0,0,-0.015217234972546165,0.003500142915140392,0.22820523686555094,-0.7481172721030147,-0.5666632271430732,-0.3452728402074825
47,3-0.25-60,224.96444163467257,178.10390225932727,0.7183210055563368,0,0,0,4,869,1363,754,478,163,96,12,0,-0.011079132240957747,0.0067357501338539735,0.22780904005616473,-0.8415391701710162,-0.4024005944947227,-0.36039642980774805
48,3-0.25-75,214.05840324546944,182.04395073717774,0.7260052565258054,0,0,0,1,935,1564,584,498,275,107,1,0,-0.008434899837096346,0.0074226398498057995,0.22786247882723826,-0.9222644613121571,-0.221771205135728,-0.316616165053592
49,3-0.25-90,226.59214461229675,179.42407865166817,0.7008052731794611,0,0,0,0,575,1693,602,522,207,36,0,0,-0.005035413966357908,0.00877613985401376,0.22550995205502108,0.942256014256784,-0.0054965899290833065,0.33484831057670145
50,3-0.35-0,154.8709139896837,126.08727136392476,0.7445492471432408,0,0,0,0,445,727,272,169,118,66,12,0,-0.03244318320342732,-0.0015654242622664372,0.330358293692648,-0.2638205312325183,-0.8745776588440595,-0.40683245439742827
51,3-0.35-15,157.05094714773293,122.03687967167957,0.7499736171165354,0,0,0,0,368,839,250,182,113,74,4,0,-0.024402446727322415,0.0017713656268907101,0.33096655384153006,-0.4894745772774629,-0.7732054956674044,-0.4031970977930923
52,3-0.35-30,156.40012787718558,124.52309022827855,0.7455035427225547,0,0,0,0,368,809,270,179,103,74,3,0,-0.01869991643316722,0.00540806094530454,0.3310981404485047,-0.6176393625783214,-0.6806294305043499,-0.3940370491783346
53,3-0.35-45,148.92279879185725,127.45587471748802,0.7346260537769743,0,0,0,0,265,873,266,211,105,30,6,0,-0.013362542464001695,0.008388592397961274,0.3308630727733481,-0.7517794891603943,-0.5505783560922367,-0.3628926473221893
54,3-0.35-60,152.48606493709516,126.24183141890805,0.7386966898663001,0,0,0,0,278,875,241,163,113,49,6,0,-0.0064006229284956605,0.010339503071414477,0.32962782776231947,-0.843941102382446,-0.3808278105080004,-0.3778009984809254
55,3-0.35-75,149.0,126.0,0.7574837541280495,0,0,0,0,186,900,311,190,111,15,0,0,-0.001984543012213661,0.01112498000666666,0.32882593204319827,-0.9187246340347506,-0.21579098814100642,-0.33072540914607934
56,3-0.35-90,151.4199458459816,125.92855117089213,0.7415004197231108,0,0,0,0,150,899,361,183,79,23,0,0,0.001958415589968143,0.01063536435068437,0.32793118958112083,0.9467830923052409,-0.012599982993829178,0.3216255844199599
57,3-0.45-0,119.50732195141852,97.16995420396162,0.7690836467969998,0,0,0,0,319,346,169,112,53,61,9,0,-0.032964477178671674,0.001647939363021514,0.4312825029653891,-0.3843592371697881,-0.8053727744333278,-0.4512678484047172
58,3-0.45-15,120.01666550941998,94.00531899844816,0.7752917144392965,0,0,0,0,262,380,147,106,57,38,5,0,-0.02462102579597992,0.006246623184502509,0.43124990741708547,-0.4222713131654949,-0.8031922072806503,-0.4202013996182368
59,3-0.45-30,114.47707194019246,98.85848471426213,0.7736128739829962,0,0,0,0,190,470,164,95,40,48,4,0,-0.016941261134777452,0.009642776967853607,0.43150335711177124,-0.6211627178906836,-0.6659825935699116,-0.4130666568055973
60,3-0.45-45,116.9700816448377,96.38464608017192,0.7801939363246262,0,0,0,0,212,449,145,105,62,44,3,0,-0.009476258118984318,0.012765616702529403,0.43135979904902055,-0.758795689594917,-0.5004588987638301,-0.4168572802534088
61,3-0.45-60,121.26417442921878,94.26027795418386,0.7738140426793136,0,0,0,0,180,483,133,93,70,46,0,0,-0.0021218578379363184,0.013368345934019915,0.43068533221890576,-0.8394933155482774,-0.3407513665127052,-0.42324872045817724
62,3-0.45-75,116.0,96.0,0.7755028735632183,0,0,0,0,166,468,158,84,58,37,2,0,0.004288084079673178,0.01428029638787255,0.4286799233196308,-0.8960539917844458,-0.1903001007139411,-0.40108990946597517
63,3-0.45-90,118.53269591129698,96.17692030835673,0.7647294867092852,0,0,0,0,113,514,152,84,73,29,0,0,0.009078196900057012,0.012665683143585491,0.4275697365595869,0.917896910678113,-0.01819187816348655,0.3964017115710542
64,4-0.25-0,206.63494380186523,186.02419197512995,0.7415626574512512,0,0,0,0,460,1845,694,355,200,31,18,0,-0.03052256396031082,-0.004155208624049418,0.22502688940605112,0.15509607820935492,0.9534156071450274,0.2587351668721445
65,4-0.25-15,203.49447166937975,187.8776197422141,0.7338605930495904,0,0,0,0,423,1723,841,344,198,5,2,0,-0.02384496956722284,-0.0015668092715412966,0.22487649891968253,0.3596401018553954,0.9025487518475471,0.2367799562375913
66,4-0.25-30,201.69779374103229,185.14858897652988,0.7253897571368125,0,0,0,0,475,1670,903,237,229,27,0,0,-0.019782230280768157,0.0011125892322084029,0.22565850293419892,0.5659025933713259,0.7820114369482145,0.26117497448606475
67,4-0.25-45,198.8617610301186,186.50737250843463,0.731264392432073,0,0,0,18,560,1418,952,342,176,15,0,0,-0.01487041301811918,0.003746546542726227,0.22564692889974125,0.7110854233185694,0.6540212919944334,0.2580962424402628
68,4-0.25-60,199.04019694524018,184.0244548966251,0.7394016868579344,0,0,0,5,286,1910,854,218,174,58,9,0,-0.010614353613948217,0.006800354203747869,0.22486488555776807,-0.8432568281891608,-0.46184679733814465,-0.2749826494542065
69,4-0.25-75,200.59162494979694,185.06755523321746,0.727311877129736,0,0,0,14,344,1779,813,332,174,10,0,0,-0.007523545888607035,0.008088593270741488,0.22408944684073914,-0.9285438978187083,-0.2706758971469732,-0.2540487916273591
70,4-0.25-90,201.71762441591463,182.94534703019914,0.7238918855563521,0,0,0,0,379,1681,983,310,108,19,3,0,-0.00441205171596584,0.008434696467186342,0.22325163038185494,0.9730517667554004,0.025085158409006325,0.22921822362497532
71,4-0.35-0,141.0,124.0,0.7931823381377259,0,0,0,0,331,730,354,148,73,43,23,0,-0.03230415725675674,-0.001157864382802581,0.3269030902232673,-0.1923795963965342,-0.930212473317166,-0.3125617465005392
72,4-0.35-15,141.28694207179942,124.25779653607253,0.7881064461066399,0,0,0,0,303,836,324,134,116,52,14,0,-0.024865583224170904,0.0022025325043395117,0.3278764389095003,-0.4473057615890053,-0.8292843161769167,-0.3349702652359811
73,4-0.35-30,140.52757736472938,131.0953851209111,0.741321074251661,0,0,0,0,215,905,341,112,60,51,22,0,-0.018653120720808925,0.005665297251512311,0.32756216213950784,-0.6005774183303116,-0.7403655857228408,-0.30193635764672777
74,4-0.35-45,139.94641831786907,129.75746606650424,0.7466232085066052,0,0,0,0,304,827,291,119,82,35,39,0,-0.011900090655962271,0.008358945797578086,0.3277656606423104,-0.7454133753142603,-0.565306277971634,-0.3532530424334084
75,4-0.35-60,139.01438774457844,127.01574705523721,0.7675702259903978,0,0,0,0,291,806,317,114,84,45,18,0,-0.0055786067369629835,0.010432985183761198,0.32650877470447776,-0.8483732753590522,-0.4083969641023554,-0.3368600679340505
76,4-0.35-75,139.71757226634023,130.24976007655445,0.7373814196656796,0,0,0,0,180,838,379,182,62,13,0,0,-0.002004402243102779,0.010435826375719449,0.3252794121463122,-0.9389713975960658,-0.2294482614635877,-0.25629321061594257
77,4-0.35-90,140.87228258248675,127.45587471748802,0.7340016708437761,0,0,0,0,152,854,439,143,73,15,0,0,0.0018781256012708805,0.010066312428275671,0.32426711811455905,0.9655245487409396,0.029216198085259763,0.2586672757579665
78,4-0.45-0,107.0,95.0,0.811214953271028,0,0,0,0,388,277,156,78,63,50,41,0,-0.032398460340930704,0.0027475696007122534,0.42918361266856686,-0.36688436530434293,-0.7882272670238126,-0.4940583346280079
79,4-0.45-15,104.30723848324239,96.33275663033837,0.8158672084276493,0,0,0,0,128,452,194,110,43,11,7,0,-0.024276848794497374,0.00586314535116402,0.4283621738201067,-0.4666363808610735,-0.8104384927348893,-0.35417500977691796
80,4-0.45-30,105.51303237041384,96.30160954002794,0.7980454945879808,0,0,0,0,71,570,160,65,46,17,14,0,-0.017100970185365827,0.010346416134082707,0.42816064845174995,-0.579990069695978,-0.7328152294831841,-0.3557996044005147
81,4-0.45-45,105.8158778255891,95.01578816175763,0.8204548550460264,0,0,0,0,131,502,127,77,63,21,6,0,-0.00931456217270983,0.013403877695253497,0.42820924333333366,-0.7298653288437414,-0.5677487804807622,-0.3807334028088742
82,4-0.45-60,107.91200118615167,92.77930803794561,0.8018377306530846,0,0,0,0,27,596,173,68,38,23,1,0,-0.0028326239129092836,0.014644691604103673,0.4268168488012968,-0.8364668038499073,-0.45337281869763835,-0.30785771603661144
83,4-0.45-75,105.09519494249011,94.81033698917012,0.7869242042030865,0,0,0,0,124,492,151,69,40,34,8,0,0.004383317656053374,0.014531371162091503,0.4266496814270157,-0.9049111627591344,-0.1937662392698495,-0.378933281770196
84,4-0.45-90,105.0,95.0,0.8086215538847118,0,0,0,0,106,492,177,78,52,18,4,0,0.008949931840174761,0.013413396069687177,0.42558600662351753,0.9354042461383171,0.030027714983890143,0.3523027570701837
85,5-0.25-0,176.56726763474595,157.33403954643762,0.6863200698067736,0,0,0,0,582,1237,594,337,210,58,1,0,-0.029606490197747578,-0.0036649257672176027,0.22816757501490625,0.11587297946703609,0.9099519626640875,0.3981970344857011
86,5-0.25-15,193.43732835210477,158.38244852255568,0.6601804583978044,0,0,0,0,581,1233,530,404,210,40,2,0,-0.023285081486999995,-0.0008555298439899968,0.22833973048999961,-0.2931337093784412,-0.877036741212047,-0.38062998172790946
87,5-0.25-30,178.01685313475238,161.0372627685903,0.6943439924792494,0,0,0,0,601,1209,568,337,219,39,0,0,-0.01926722374483685,0.0018284995214328966,0.22813678621257952,-0.4920923298350149,-0.7910477675491108,-0.3634399102645647
88,5-0.25-45,188.67962264113208,156.7322557739791,0.6475003918667356,0,0,0,0,656,1213,514,376,211,60,0,0,-0.013976104807412522,0.004648821523716169,0.228302465864686,-0.6817250342400009,-0.6241753216150749,-0.3816492441721684
89,5-0.25-60,175.44514812328097,159.3267083699403,0.6863282214495358,0,0,0,0,607,1235,583,293,110,133,3,0,-0.00850636994665925,0.0061390967128812386,0.2278214772402155,-0.7861918149096183,-0.4709947670223461,-0.4000829409093649
90,5-0.25-75,172.70205557549104,156.236999459155,0.6804052020628358,0,0,0,0,465,1281,641,279,228,31,0,0,-0.0064057585865606925,0.007015543265767518,0.22670236163760776,-0.8877552270133848,-0.2990212680924232,-0.34996705293329067
91,5-0.25-90,187.6406139405859,158.4960567332828,0.6410494067469176,0,0,0,0,495,1353,507,357,174,54,0,0,-0.0036430883631401335,0.008017004820343543,0.22519341610204094,0.9319527881788363,0.06738292740598353,0.35626330389178884
92,5-0.35-0,125.02799686470227,111.01801655587259,0.743640642752175,0,0,0,0,475,442,241,159,121,61,0,0,-0.030705530739826493,-0.0005042655046364256,0.3315085296130753,-0.2044147726265459,-0.8661002952680327,-0.45616321560233714
93,5-0.35-15,132.0,109.0,0.7248401445649152,0,0,0,0,294,589,222,157,100,36,0,0,-0.02419190744706727,0.0028512981834048663,0.3313938692703859,-0.35064052498549236,-0.8453798408626771,-0.4029691637096976
94,5-0.35-30,124.25779653607253,112.05802068571441,0.7549509867445927,0,0,0,0,330,606,199,174,100,52,0,0,-0.017281806448254628,0.006156582574832307,0.33198087455852093,-0.5703498159737752,-0.6962751001195971,-0.4357775491832106
95,5-0.35-45,125.93649193144932,111.80339887498948,0.7310302943783281,0,0,0,0,315,596,203,190,98,43,0,0,-0.011113912981221458,0.008146662969224906,0.3313646848719723,-0.695476308168519,-0.5840373993817398,-0.4185845445064847
96,5-0.35-60,121.59358535712317,112.16059914247963,0.7347846534426837,0,0,0,0,307,619,185,159,93,50,0,0,-0.003930758169203114,0.009672231981358817,0.3306503612738857,-0.7947744027154946,-0.4336707393837443,-0.42457430279114305
97,5-0.35-75,119.54915307102765,109.11003620199197,0.741029653233994,0,0,0,0,272,590,271,149,114,7,0,0,-0.001250593306409837,0.010873223762152537,0.32945232950106923,-0.8973040842746918,-0.2538116244490933,-0.3611440704739167
98,5-0.35-90,119.41942890501528,107.37783756436893,0.7485767738291483,0,0,0,0,270,612,265,151,68,40,0,0,0.002651354313623045,0.010189301530654329,0.32822275809388346,0.9221937688313991,0.05331762758145383,0.38303509410708747
99,5-0.45-0,94.42986815621421,83.38465086573187,0.7932434265587591,0,0,0,0,290,233,127,75,58,62,0,0,-0.031665077783432,0.0030153707064615354,0.4331257692544381,0.22510212402051893,0.8399682726056181,0.49374318706933584
100,5-0.45-15,94.86832980505137,83.16850365372699,0.7760400176581069,0,0,0,0,168,305,170,109,44,8,0,0,-0.02341339416044776,0.006550793098606965,0.4326028816169157,-0.3564019962625946,-0.8509070259839531,-0.38592078227426646
101,5-0.45-30,92.0869154657707,82.66196223173026,0.8075316941967233,0,0,0,0,222,311,126,84,62,34,0,0,-0.01563525774946363,0.010732589255971387,0.4334694840762818,-0.5859306696448071,-0.6593262259889326,-0.4711413568057666
102,5-0.45-45,91.2414379544733,82.75868534480233,0.786648539687203,0,0,0,0,206,299,101,112,63,17,0,0,-0.00802472643001253,0.012063719419812024,0.4332480443233092,-0.6752400207082451,-0.5927159836552989,-0.43902013297052833
103,5-0.45-60,90.13878188659973,81.54140052758476,0.7764580935267263,0,0,0,0,234,283,120,84,72,30,0,0,-0.0004191881125650042,0.013386166963171329,0.4332087311057116,-0.7932750218581108,-0.41069165837314514,-0.44949649769350775
104,5-0.45-75,89.56003573022959,80.0812087820857,0.7718825151701331,0,0,0,0,257,254,133,65,58,46,0,0,0.004893046377279212,0.013970961621894226,0.4324793198154992,-0.8507587942800818,-0.20963318213661544,-0.4819371358407423
105,5-0.45-90,88.0,79.0,0.7991944764096662,0,0,0,0,188,321,91,63,58,39,0,0,0.011418367513592105,0.012251446261644742,0.4313919068157898,0.8754647077132222,0.038529142357320564,0.4817437604555062
106,6-0.25-0,204.26698215815497,200.1449474755733,0.7876378084423674,0,0,0,18,474,1483,1237,337,25,18,55,0,-0.035529384102824156,-0.006257553809086924,0.22530664679736692,-0.2777728745845168,-0.9324290404123105,-0.23112402458600534
107,6-0.25-15,202.18061232472317,199.4818287463798,0.7861624638834478,0,0,0,0,573,1509,1129,415,52,26,32,0,-0.028960527023286775,-0.001722278692631173,0.22566774079496768,0.5439888117212368,0.8040565756945957,0.23993581601002745
108,6-0.25-30,201.41995928904365,200.0099997500125,0.7923346879910289,0,0,0,0,541,1357,1315,405,17,12,12,0,-0.024828957397731537,0.002009771591918561,0.2256690791992351,0.6721759811443259,0.7204259317303883,0.1707803480001866
109,6-0.25-45,207.77150911518163,199.71980372511885,0.781760495821304,0,0,0,6,651,1377,1215,406,60,43,30,0,-0.019153139348152,0.0059905710914361105,0.22594424868532187,-0.8224654672052004,-0.49839500174503115,-0.2741404338847187
110,6-0.25-60,201.95544062985775,200.63897926375125,0.7762807599677564,0,0,0,47,485,1358,1230,509,17,2,10,0,-0.015223501553135869,0.009000605199152545,0.22507184048660436,-0.9041086268733196,-0.3703880403181811,-0.21307343898876321
111,6-0.25-75,200.73116349984124,200.73116349984124,0.783411510684238,0,0,0,10,432,1491,1168,498,51,0,0,0,-0.011044216135022445,0.011704536700279433,0.22464288409041103,0.9597248630493852,0.2015638047907552,0.19570441957991963
112,6-0.25-90,203.29781110479277,200.30227157973022,0.7803587722661699,0,0,0,13,518,1452,1173,533,31,5,6,0,-0.006931151243855,0.013474825088515156,0.2243076163870284,-0.9816393023435008,0.03434228504428818,-0.18762965531200543
113,6-0.35-0,141.90842117365693,138.7515765676196,0.8174700846751664,0,0,0,0,278,745,537,121,68,38,8,0,-0.03722248966462396,-0.0027225991001782845,0.3281762902674094,-0.440587524307056,-0.8550502323108959,-0.2734442057350312
114,6-0.35-15,141.4213562373095,139.18692467326088,0.8084229345131284,0,0,0,0,256,774,547,162,56,22,5,0,-0.029423195686059257,0.0023350639255927588,0.3289536737376515,-0.7110136379923182,-0.6441695030638537,-0.28196676738828047
115,6-0.35-30,140.2640367307315,138.85243966167826,0.8276851992280712,0,0,0,0,164,835,561,127,41,26,2,0,-0.023529336530125268,0.006239783299635532,0.32825251645785924,0.778567816538104,0.5860902501455624,0.2243443195969119
116,6-0.35-45,144.22205101855957,138.3979768638256,0.8131747198326444,0,0,0,0,216,791,533,162,39,24,4,0,-0.017038556003914084,0.010054596934007922,0.3278025283889207,0.8375524336848534,0.4953022028654037,0.23061146689888923
117,6-0.35-60,139.84634424968,139.84634424968,0.806258628624022,0,0,0,0,284,674,570,160,58,18,2,0,-0.009787727971264435,0.013187639662225381,0.32718411387315915,-0.9208472480204792,-0.300598908498618,-0.24835587776927964
118,6-0.35-75,141.1523999087511,139.04315876734103,0.8079474864638728,0,0,0,0,188,753,567,201,15,5,1,0,-0.00580402827033988,0.014467196838728328,0.3259087515144511,0.9615123559001187,0.170667976127418,0.21532865897500633
119,6-0.35-90,141.2834031300209,138.1774221788784,0.8142534746525901,0,0,0,0,236,733,558,179,39,12,0,0,-0.000165145105789413,0.01541594837083666,0.3253908211383046,0.9779254424216453,-0.05882749681150957,0.2005022560554399
